Analysis,Author,Year,Trait Type,Species,Genus,Family,Order,Plant Species,Genus,Family,Order,n,t = trait means,S=trait standard deviations,R = # Species relative abundances,Link,OTHER LINK,Reference,Mutualism_type,Trait,Included in redundancy analysis,Source,Data Reported,Statistics Reported,Field/Experimental/Observational,,,,,,,
7A,Leal & Oliveira,1998,Host A. (Ouratea pulchella) Dispersal distance (cm),Trachymyrmex (Oliveira),Trachymyrmex,Myrmicinae,Hymenoptera,Ouratea pulchella,Ouratea,Ochnaceae,Malpighiales,47,648.8,333.3,0.32413793,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7B,Leal & Oliveira,1998,Host B. (Ouratea spectabilis) Dispersal distance (cm),Acromyrmex (Oliveira),Acromyrmex,Myrmicinae,Hymenoptera,Ouratea spectabilis,Ouratea,Ochnaceae,Malpighiales,70,960,516.5,0.3743316,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7B,Leal & Oliveira,1998,Host B. (Ouratea spectabilis) Dispersal distance (cm),Atta (Oliveira),Atta,Myrmicinae,Hymenoptera,Ouratea spectabilis,Ouratea,Ochnaceae,Malpighiales,30,1231,677.7,0.1604278,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7B,Leal & Oliveira,1998,Host B. (Ouratea spectabilis) Dispersal distance (cm),Trachymyrmex (Oliveira),Trachymyrmex,Myrmicinae,Hymenoptera,Ouratea spectabilis,Ouratea,Ochnaceae,Malpighiales,87,669,262.9,0.4652406,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7C,Leal & Oliveira,1998,Host C. (Prunus sellowii) Dispersal distance (cm),Acromyrmex (Oliveira),Acromyrmex,Myrmicinae,Hymenoptera,Prunus sellowii,Prunus,Rosaceae,Rosales,103,1152.4,569.9,0.39463602,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7C,Leal & Oliveira,1998,Host C. (Prunus sellowii) Dispersal distance (cm),Atta (Oliveira),Atta,Myrmicinae,Hymenoptera,Prunus sellowii,Prunus,Rosaceae,Rosales,50,954.2,666.1,0.19157088,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7C,Leal & Oliveira,1998,Host C. (Prunus sellowii) Dispersal distance (cm),Mycocepurus (Oliveira),Mycocepurus,Myrmicinae,Hymenoptera,Prunus sellowii,Prunus,Rosaceae,Rosales,8,159.2,133,0.03065134,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7C,Leal & Oliveira,1998,Host C. (Prunus sellowii) Dispersal distance (cm),Trachymyrmex (Oliveira),Trachymyrmex,Myrmicinae,Hymenoptera,Prunus sellowii,Prunus,Rosaceae,Rosales,100,615.7,273,0.38314176,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7D,Leal & Oliveira,1998,Host D. (Psycothria stachyoides) Dispersal distance (cm),Acromyrmex (Oliveira),Acromyrmex,Myrmicinae,Hymenoptera,Psycothria stachyoides,Psycothria,Rubiaceae,Rosales,25,846.6,256,0.19083969,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7D,Leal & Oliveira,1998,Host D. (Psycothria stachyoides) Dispersal distance (cm),Atta (Oliveira),Atta,Myrmicinae,Hymenoptera,Psycothria stachyoides,Psycothria,Rubiaceae,Rosales,46,895.7,428.9,0.35114504,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7D,Leal & Oliveira,1998,Host D. (Psycothria stachyoides) Dispersal distance (cm),Cyphomyrmex (Oliveira),Cyphomyrmex,Myrmicinae,Hymenoptera,Psycothria stachyoides,Psycothria,Rubiaceae,Rosales,8,295.7,159,0.0610687,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7D,Leal & Oliveira,1998,Host D. (Psycothria stachyoides) Dispersal distance (cm),Mycocepurus (Oliveira),Mycocepurus,Myrmicinae,Hymenoptera,Psycothria stachyoides,Psycothria,Rubiaceae,Rosales,23,350.6,154.4,0.17557252,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7D,Leal & Oliveira,1998,Host D. (Psycothria stachyoides) Dispersal distance (cm),Myrmicocrypta (Oliveira),Myrmicocrypta,Myrmicinae,Hymenoptera,Psycothria stachyoides,Psycothria,Rubiaceae,Rosales,6,500,21.9,0.04580153,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7D,Leal & Oliveira,1998,Host D. (Psycothria stachyoides) Dispersal distance (cm),Trachymyrmex (Oliveira),Trachymyrmex,Myrmicinae,Hymenoptera,Psycothria stachyoides,Psycothria,Rubiaceae,Rosales,23,623.3,276,0.17557252,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7E,Leal & Oliveira,1998,Host E. (Rapanea umbellata) Dispersal distance (cm),Acromyrmex (Oliveira),Acromyrmex,Myrmicinae,Hymenoptera,Rapanea umbellata,Rapanea,Primulaceae,Ericales,45,714.8,410.9,0.24193548,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7E,Leal & Oliveira,1998,Host E. (Rapanea umbellata) Dispersal distance (cm),Atta (Oliveira),Atta,Myrmicinae,Hymenoptera,Rapanea umbellata,Rapanea,Primulaceae,Ericales,32,492,211.1,0.17204301,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7E,Leal & Oliveira,1998,Host E. (Rapanea umbellata) Dispersal distance (cm),Cyphomyrmex (Oliveira),Cyphomyrmex,Myrmicinae,Hymenoptera,Rapanea umbellata,Rapanea,Primulaceae,Ericales,11,317.4,117.1,0.05913978,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7E,Leal & Oliveira,1998,Host E. (Rapanea umbellata) Dispersal distance (cm),Myrmicocrypta (Oliveira),Myrmicocrypta,Myrmicinae,Hymenoptera,Rapanea umbellata,Rapanea,Primulaceae,Ericales,13,314.6,102.1,0.06989247,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7E,Leal & Oliveira,1998,Host E. (Rapanea umbellata) Dispersal distance (cm),Mycocepurus (Oliveira),Mycocepurus,Myrmicinae,Hymenoptera,Rapanea umbellata,Rapanea,Primulaceae,Ericales,55,359.2,165.6,0.29569892,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7E,Leal & Oliveira,1998,Host E. (Rapanea umbellata) Dispersal distance (cm),Trachymyrmex (Oliveira),Trachymyrmex,Myrmicinae,Hymenoptera,Rapanea umbellata,Rapanea,Primulaceae,Ericales,30,528.7,242.5,0.16129032,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7F,Leal & Oliveira,1998,Host F. (Virola sebifera) Dispersal distance (cm),Acromyrmex (Oliveira),Acromyrmex,Myrmicinae,Hymenoptera,Virola sebifera,Virola,Myristicaceae,Magnoliales,30,672.7,415.7,0.2238806,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7F,Leal & Oliveira,1998,Host F. (Virola sebifera) Dispersal distance (cm),Atta (Oliveira),Atta,Myrmicinae,Hymenoptera,Virola sebifera,Virola,Myristicaceae,Magnoliales,22,450.9,182,0.1641791,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7F,Leal & Oliveira,1998,Host F. (Virola sebifera) Dispersal distance (cm),Cyphomyrmex (Oliveira),Cyphomyrmex,Myrmicinae,Hymenoptera,Virola sebifera,Virola,Myristicaceae,Magnoliales,6,415,136.9,0.04477612,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7F,Leal & Oliveira,1998,Host F. (Virola sebifera) Dispersal distance (cm),Mycocepurus (Oliveira),Mycocepurus,Myrmicinae,Hymenoptera,Virola sebifera,Virola,Myristicaceae,Magnoliales,34,397,194.4,0.25373134,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7F,Leal & Oliveira,1998,Host F. (Virola sebifera) Dispersal distance (cm),Myrmicocrypta (Oliveira),Myrmicocrypta,Myrmicinae,Hymenoptera,Virola sebifera,Virola,Myristicaceae,Magnoliales,8,458.7,158.5,0.05970149,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7F,Leal & Oliveira,1998,Host F. (Virola sebifera) Dispersal distance (cm),Sericomyrmex (Oliveira),Sericomyrmex,Myrmicinae,Hymenoptera,Virola sebifera,Virola,Myristicaceae,Magnoliales,5,721,0,0.03731343,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
7F,Leal & Oliveira,1998,Host F. (Virola sebifera) Dispersal distance (cm),Trachymyrmex (Oliveira),Trachymyrmex,Myrmicinae,Hymenoptera,Virola sebifera,Virola,Myristicaceae,Magnoliales,29,643.3,241.5,0.21641791,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1744-7429.1998.tb00052.x,"Leal, I. R., & Oliveira, P. S. (1998). Interactions between Fungus-Growing Ants (Attini), Fruits and Seeds in Cerrado Vegetation in Southeast Brazil. Biotropica, 30(2), 170–178. http://www.jstor.org/stable/2389160",Seed Dispersal,Dispersal Distance,NO,Table 2,"n, mean, SD",Only mean and SD,Field observational,,,,,,,
8A,Bruna et al.,2004,Trait A. Patrolling,Azteca sp.,Azteca,Dolichoderinae,Hymenoptera,Tococa bullifera,Tococa,Melastomataceae,Myrtales,16,1.88,0.26,0.5,https://www.researchgate.net/publication/8948133_Interspecific_variation_in_the_defensive_responses_of_obligate_plant-ants_Experimental_tests_and_consequences_for_herbivory,https://www.researchgate.net/publication/8948133_Interspecific_variation_in_the_defensive_responses_of_obligate_plant-ants_Experimental_tests_and_consequences_for_herbivory,"Bruna, Emilio & Lapola, David & Vasconcelos, Heraldo. (2004). Interspecific variation in the defensive responses of obligate plant-ants: Experimental tests and consequences for herbivory. Oecologia. 138. 558-65. 10.1007/s00442-003-1455-5.",Plant Protection,Patrolling  / Aggressiveness,NO,In-text,"n, mean, SD","Z-value, P-value",Field observational,,,,,,,
